longitude,latitude,SAUID,SAFIELD000,SAFIELD001,SAFIELD002,SAFIELD003,SAFIELD004,SAFIELD005,SAFIELD006,SAFIELD007,SAFIELD008,SAFIELD009,SAFIELD010
139.0104252,37.77804238,1561,味方公民館,味方685番地１,025-372-4180, ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,味方地区,屋内,南区,5549494,185,61830
139.0106081,37.76558526,1562,西白根公民館,西白根1563番地１,025-372-3074, ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,味方地区,屋内,南区,5549493,185,61820
139.0065942,37.77307153,1563,味方体育館・味方地区公民館,西白根2676番地,025-373-4788, ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,味方地区,屋内,南区,5549492,1150,61810
139.0121811,37.78819177,1564,味方中学校,味方1199番地,025-372-2078,025-372-4745,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,味方地区,屋内,南区,5549489,1470,61250
139.0116129,37.7897398,1565,味方小学校,吉江370番地,025-372-3273,025-373-3370,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,味方地区,屋内,南区,5549488,1129,61100
138.9654393,37.76672319,1653,潟東農村環境改善センター,三方１番地,0256-86-2311, ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,潟東地区,屋内,西蒲区,5549392,556,82060
138.9649871,37.76718099,1654,潟東体育館,三方２番地,0256-86-3115, ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,潟東地区,屋内,西蒲区,5549391,1502,81940
138.9617149,37.77267277,1655,潟東中学校,三方250番地,0256-86-3007,0256-86-3568,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,潟東地区,屋内,西蒲区,5549390,1364,81230
138.9739275,37.76360498,1658,潟東東小学校,大原2397番地,0256-86-2305,0256-86-3666,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,潟東地区,屋内,西蒲区,5549387,964,81060
139.021692,37.75787637,1700,白根学習館,田中383番地,025-372-5533,025-372-5513,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,白根地区,屋内,南区,5549341,594,61910
139.0247382,37.75766633,1703,白根カルチャーセンター,上下諏訪木1811番地,025-373-6311,025-373-6363,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,白根地区,屋内,南区,5549338,1064,62050
139.0249105,37.76956199,1713,古川保育園,七軒383番地,025-372-2490,025-372-2490,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,白根地区,屋内,南区,5549323,146,61430
139.0150956,37.76390204,1714,白根保育園,白根2444番地,025-372-2506,025-372-2506,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,白根地区,屋内,南区,5549322,134,61420
139.0158583,37.76434247,1748,白根小学校,白根1407番地,025-372-3145,025-372-3147,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,白根地区,屋内,南区,5549283,1924,61010
139.0160136,37.76559388,1890,白根児童センター,白根1372番地,025-372-0530,025-372-0549,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,白根地区,屋内,南区,395,385,62010
139.0031532,37.77808699,1893,味方出張所,味方1544番地,025-372-6805, ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,味方地区,屋内,南区,399,108,62340
139.0278394,37.76541707,1533,白根高等学校,上下諏訪木1214番地,025-372-2078, ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,南区,屋内,南区,9326923,855,61310
139.0847225,37.79326682,1555,小合中学校,小戸下組77番地,0250-22-0942,0250-22-6567,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,新津地区,屋内,秋葉区,5549504,928,51250
139.0669012,37.76127248,1585,小須戸老人福祉センター,小須戸3870番地２,0250-38-3076,0250-38-3076,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,小須戸地区,屋内,秋葉区,5549468,93,52020
139.0843014,37.75935243,1588,新保地域研修センター,新保1747番地,0250-38-4545, ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,小須戸地区,屋内,秋葉区,5549465,100,52210
139.0739827,37.75909804,1591,小須戸保育園,小須戸325番地１,0250-38-3077,0250-38-5291,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,小須戸地区,屋内,秋葉区,5549462,243,51640
139.0501666,37.78541399,1701,臼井保育園,赤渋4540番地,025-373-5513,025-373-5513,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,白根地区,屋内,南区,5549340,185,61490
139.0570411,37.78377018,1708,臼井地域生活センター,臼井1194番地,025-373-5018,025-373-5018,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,白根地区,屋内,南区,5549331,99,61650
139.0935832,37.79453389,1721,小合東幼稚園,栗宮41番地１,0250-22-1107,0250-22-2108,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,新津地区,屋内,秋葉区,5549314,157,51560
139.0843422,37.79171072,1726,小合地区コミュニティセンター,小戸下組22番地１,0250-25-2299,0250-25-2299,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,新津地区,屋内,秋葉区,5549309,275,51420
139.0550733,37.78606351,1739,臼井中学校,臼井1425番地,025-373-5402,025-373-5469,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,白根地区,屋内,南区,5549293,678,61220
139.0282578,37.76013876,1740,白根第一中学校,白根407番地,025-373-1811,025-373-1812,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,白根地区,屋内,南区,5549292,2059,61210
139.0575931,37.77663221,1741,臼井小学校,臼井4483番地,025-373-5019,025-372-4039,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,白根地区,屋内,南区,5549291,969,61090
139.093121,37.79368113,1753,小合東小学校,小戸上組234番地,0250-22-0948,0250-22-6516,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,新津地区,屋内,秋葉区,5549277,746,51110
139.0721595,37.7859561,1754,小合小学校,出戸180番地,0250-22-3015,0250-22-6527,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,新津地区,屋内,秋葉区,5549276,802,51100
139.1129243,37.76838002,1549,金津地区コミュニティセンター,古津597番地,0250-25-1101,0250-25-1101,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,新津地区,屋内,秋葉区,5549510,242,51430
139.146938,37.76887424,1717,新津クリーンセンター,小口1289番地１,0250-22-0917,0250-23-4641,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,新津地区,屋内,秋葉区,5549318,36,52110
139.127033,37.7963638,1718,新津図書館,日宝町６番２号,0250-22-0097,0250-21-1046,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,新津地区,屋内,秋葉区,5549317,106,51910
139.1310759,37.78913949,1719,新津高等学校,秋葉１丁目19番１号,0250-22-1920,0250-24-6340,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,新津地区,屋内,秋葉区,5549316,1157,51310
139.1124552,37.78865758,1720,秋葉区総合体育館,程島2009番地,0250-25-2400,0250-2524-01__,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,新津地区,屋内,秋葉区,5549315,243,51710
139.1200155,37.76867838,1722,金津保育園,朝日483番地２,0250-22-0440,0250-22-0440,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,新津地区,屋内,秋葉区,5549313,177,51630
139.1450472,37.79780921,1725,新金沢保育園,新金沢町12番11号,0250-22-6558,0250-22-6558,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,新津地区,屋内,秋葉区,5549310,129,51620
139.1125878,37.78739571,1731,秋葉区新津健康センター,程島1979番地４,0250-22-2940,0250-21-1239,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,新津地区,屋内,秋葉区,5549304,480,52010
139.1308312,37.79656139,1733,新津第二幼稚園,新町２丁目３番３号,0250-22-1270,0250-22-1923,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,新津地区,屋内,秋葉区,5549302,271,51520
139.1254747,37.79371077,1734,新津第一幼稚園,新津本町４丁目４番３号,0250-22-1269,0250-22-1807,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,新津地区,屋内,秋葉区,5549301,236,51510
139.1124581,37.78790277,1735,新津武道館,程島2009番地,0250-24-1633, ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,新津地区,屋内,秋葉区,5549299,392,51810
139.1286309,37.79760511,1736,新津東保育園,日宝町９番４号,0250-22-0882,0250-22-0882,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,新津地区,屋内,秋葉区,5549297,130,51610
139.1194609,37.76746543,1749,金津中学校,割町10番地２,0250-22-0387,0250-22-6586,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,新津地区,屋内,秋葉区,5549282,1234,51240
139.1434015,37.80015756,1750,新津第五中学校,新津東町２丁目７番29号,0250-22-0477,0250-22-6564,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,新津地区,屋内,秋葉区,5549281,2139,51230
139.1203212,37.79118088,1752,新津第一中学校,新栄町４番１号,0250-22-3622,0250-22-6407,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,新津地区,屋内,秋葉区,5549278,2538,51210
139.1179822,37.76839712,1755,金津小学校,古津88番地,0250-22-0219,0250-22-6528,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,新津地区,屋内,秋葉区,5549275,1145,51090
139.1454276,37.80048617,1757,阿賀小学校,新津東町２丁目1325番地,0250-22-0726,0250-22-6530,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,新津地区,屋内,秋葉区,5549273,1340,51070
139.1125307,37.80074408,1760,新津第三小学校,山谷町３丁目4785番地,0250-24-5525,0250-24-8720,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,新津地区,屋内,秋葉区,5549269,1695,51030
139.1311418,37.79725118,1761,新津第二小学校,新町２丁目３番３号,0250-22-0161,0250-22-6506,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,新津地区,屋内,秋葉区,5549268,1601,51020
139.1245434,37.79371355,1762,新津第一小学校,新津本町４丁目４番３号,0250-22-0069,0250-22-0983,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,新津地区,屋内,秋葉区,5549267,2329,51010
139.1221097,37.79871746,1887,新津地域交流センター,新津本町１丁目２番39号, , ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,新津地区,屋内,秋葉区,392,424,51440
139.1722459,37.78675497,1534,新津金屋運動広場,金屋260番地１,0250-22-6780, ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,秋葉区,屋内,秋葉区,9326922,38,51820
139.17077,37.78048856,1758,新関小学校,下新766番地,0250-22-0995,0250-22-6529,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,新津地区,屋内,秋葉区,5549272,991,51060
138.841192,37.8091942,1529,七浦保育園,越前浜6905-6,0256-77-2002,0256-77-2002,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,巻地区,屋内,西蒲区,5549405,235,81570
138.8523395,37.80729568,1641,県立青少年研修センター,越前浜5597-2,0256-77-2111,0256-77-2114,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,巻地区,屋内,西蒲区,5549404,525,82130
138.8431685,37.80535271,1649,越前小学校,越前浜4670,0256-77-2052,0256-77-2084,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,巻地区,屋内,西蒲区,5549396,999,81140
138.8777882,37.82050297,1835,赤塚中学校,赤塚5590番地,025-239-2029,025-239-3313,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,西地区,屋内,西区,5549189,1310,71230
138.8830842,37.81474884,1840,赤塚小学校,赤塚4478番地,025-239-2019,025-239-3803,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,西地区,屋内,西区,5549184,1028,71050
138.8921645,37.83339322,1841,木山小学校,谷内1886番地,025-239-2044,025-239-3807,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,西地区,屋内,西区,5549183,950,71040
138.9022055,37.8176252,1532,新潟国際情報大学,みずき野３丁目１番１号,025-239-3111,025-239-3690,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,西区,屋内,西区,9326924,453,71420
138.9416379,37.81035132,1581,升潟小学校,升潟2179,0256-88-2581,0256-88-2499,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,西川地区,屋内,西蒲区,5549472,916,81050
138.9339386,37.82558013,1834,中野小屋中学校,中野小屋932番地,025-262-4332,025-261-5146,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,西地区,屋内,西区,5549190,1171,71240
138.946787,37.84225401,1838,笠木小学校,笠木1695番地,025-262-2265,025-262-2970,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,西地区,屋内,西区,5549186,780,71070
138.9295967,37.82314603,1839,小瀬小学校,小瀬637番地,025-261-1401,025-262-3105,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,西地区,屋内,西区,5549185,689,71060
138.9659897,37.81810214,1574,貝柄地区集会所,貝柄805-6,0256-88-6101, ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,西川地区,屋内,西蒲区,5549479,63,81810
139.0222923,37.83097496,1702,大通地域生活センター,大通南４丁目105番地,025-362-1491,025-362-1491,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,白根地区,屋内,南区,5549339,247,61610
139.008664,37.80511866,1704,根岸地域生活センター,山崎興野290番地,025-362-6135,025-362-6135,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,白根地区,屋内,南区,5549336,113,61640
139.0208659,37.83657031,1705,大通保育園,鷲ノ木新田5681番地,025-379-3182,025-379-3182,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,白根地区,屋内,南区,5549335,169,61470
139.0050953,37.80946046,1742,根岸小学校,山崎興野2288番地,025-362-6250,025-362-1622,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,白根地区,屋内,南区,5549290,1090,61080
139.020983,37.83319794,1743,大通小学校,大通南五丁目5426番地,025-362-5735,025-362-6440,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,白根地区,屋内,南区,5549289,1303,61070
138.9978712,37.83911986,1763,新潟翠江高等学校,金巻1657番地,025-377-2175, ,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,黒埼地区,屋内,西区,5549266,870,71330
138.9895365,37.82989701,1764,黒埼南小学校,木場911番地１,025-370-1170,025-377-1061,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,黒埼地区,屋内,西区,5549265,1115,71150
139.0186709,37.84504495,1768,大野小学校,大野町3140番地乙,025-377-2046,025-377-0733,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,黒埼地区,屋内,西区,5549261,1541,71160
139.0475686,37.81671542,1706,鷲巻地域生活センター,東笠巻新田278番地１,025-362-5711,025-362-5711,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,白根地区,屋内,南区,5549333,103,61620
139.0592619,37.81683042,1707,大郷地域生活センター,犬帰新田751番地６,025-280-2043,025-280-2043,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,白根地区,屋内,南区,5549332,115,61630
139.0771092,37.83360359,1728,市之瀬幼稚園,市之瀬349番地２,0250-23-0376,0250-23-0419,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,新津地区,屋内,秋葉区,5549307,155,51550
139.02884,37.81710888,1738,白根北中学校,鷲ノ木新田4814番地,025-362-1150,025-362-5517,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,白根地区,屋内,南区,5549294,1945,61230
139.0533104,37.81599821,1744,大鷲小学校,東笠巻1202番地,025-362-5431,025-362-5554,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,白根地区,屋内,南区,5549288,1129,61060
139.0709435,37.83801519,1789,両川中学校,酒屋町702番地１,025-280-2020,025-280-3866,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,南地区,屋内,江南区,5549239,1069,41230
139.0895299,37.83990337,1795,旧割野小学校,割野2866番地,025-280-2179,025-280-7161,避難所に指定しています。　・災害により住居を失った方を受入れ、保護するために市が指定した施設です。避難所開設は市の職員などが施設の安全を確認して行います。　・開設前に自主的に避難した場合は、市役所（電話228-1000）へご連絡をお願いします。,南地区,屋内,江南区,5549233,255,41050
